Class,Method/Variable,Inferred Type,Original Type,Source Code,Comments
BuildingsController,@buildings,Array<Building>,Array<Building>,
JobsController,runcmd,(XXX) -> String,(String) -> String,"def runcmd(cmd)
    @out = """" if not @out
    @success = true if @success == nil
    @out << ""<span class=\""command\"">shell$ #{cmd}</span><br/>""
    res = `#{cmd} 2>&1`
    @out << res.gsub(""\n"", ""<br/>"")
    if $?.exitstatus != 0 then
      error ""Command returned #{$?.exitstatus}""
    end
    res
  end"
JobsController,error,(XXX) -> false,(String) -> false,"def error(s)
    @out = """" if not @out
    logger.error ""ERROR: #{s}""
    @out << ""<span class=\""error\"">#{s}</span><br/>""
    @success = false
  end"
ListsController,@lists,Array<List>,Array<List>,
ListsController,@list,List,List,
ListsController,@talks,(ActiveRecord_Relation<Talk> or Array<Talk>),Array<Talk>,
ListsController,@current,(false or true),(false or true),
ListsController,@title,String,String,
ListsController,@owners,Array<XXX>,Array<User>,
ListsController,@posters,Array<XXX>,Array<User>,
ListsController,@users,ActiveRecord_Relation<User>,Array<User>,
ListsController,@subscribers,XXX,Array<User>,
ListsController,index,() -> Array<List>,() -> Array<List>,"def index
    @lists = List.all.sort { |a,b| a.name <=> b.name }
  end"
ListsController,show,() -> (Array<String> or String),() -> %any,"def show
    @list = List.find(params[:id])
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    fix_range params
    case params[:range]
    when :past
      @talks = @list.talks.past.sort { |a,b| [b.start_time.beginning_of_day, a.start_time] <=> [a.start_time.beginning_of_day, b.start_time] }
      @current = false
    when :all
      @talks = @list.talks.sort { |a,b| a.start_time <=> b.start_time }
    else
      @talks = @list.talks.current.sort { |a,b| a.start_time <=> b.start_time }
      @current = true
    end
    respond_to do |format|
      format.html
      format.json
    end
  end"
ListsController,new,() -> Array<String>,() -> Array<String>,"def new
    authorize! :create, List
    @list = List.new
    @title = ""Create new list""
    @owners = []
    @posters = []
    @users = User.order(:email)
    render :action => ""edit""
  end"
ListsController,edit,() -> ActiveRecord_Relation<User>,() -> Array<User>,"def edit
    @list = List.find(params[:id])
    authorize! :edit, @list
    compute_edit_fields
  end"
ListsController,compute_edit_fields,() -> ActiveRecord_Relation<User>,() -> Array<User>,"def compute_edit_fields
    @title = ""Edit list""
    @owners = @list.owners.sort { |a,b| a.email_and_name <=> b.email_and_name }
    @posters = @list.posters.sort { |a,b| a.email_and_name <=> b.email_and_name }
    @users = User.order(:email)
  end"
ListsController,create,() -> (Array<String> or String),() -> (Array<String> or String),"def create
    authorize! :create, List
    list_params, owners, posters = adjust params
    @list = List.new(list_params)
    @list.owners = owners
    @list.posters = posters

    if @list.save
      redirect_to @list, notice: 'List was successfully created.'
    else
      compute_edit_fields
      render action: ""edit""
    end
  end"
ListsController,update,() -> (Array<String> or String),() -> (Array<String> or String),"def update
    @list = List.find(params[:id])
    authorize! :edit, @list
    list_params, owners, posters = adjust params
    if not (can? :edit_name, @list) then
      list_params.delete :name
    end

    @list.attributes = list_params
    @list.owners = owners
    @list.posters = posters

    if @list.save
      redirect_to @list, notice: 'List was successfully updated.'
    else
      compute_edit_fields
      render action: ""edit""
    end
  end"
ListsController,destroy,() -> String,() -> String,"def destroy
    @list = List.find(params[:id])
    authorize! :destroy, @list
    @list.destroy

    redirect_to root_path
  end"
ListsController,subscribe,() -> (Array<String> or String),() -> (Array<String> or String),"def subscribe
    l = List.find(params[:id])
    do_subscription(l, params[:do])
    respond_to do |format|
      format.js { render ""shared/_update_badges.js.erb"", :locals => { :subscribable => l } }
      format.html { redirect_to action: ""show"" }
    end
  end"
ListsController,feed,() -> (Array<String> or String),() -> (Array<String> or String),"def feed
    @list = List.find(params[:id])
    @title = @list.name
    @talks = @list.talks
    respond_to do |format|
      format.ics { render :text => (generate_ical @list.talks) }
      format.atom { render ""shared/feed"", :layout => false  }
    end
  end"
ListsController,show_subscribers,() -> Array<String>,() -> Array<String>,"def show_subscribers
    authorize! :site_admin, :all
    @list = List.find(params[:id])
    @subscribers = @list.subscribers.sort { |a,b| a.email_and_name <=> b.email_and_name }
    render ""shared/show_subscribers""
  end"
ListsController,adjust,"(([ []: (:list) -> XXX ] and [ each_pair: () {(XXX, XXX) -> XXX} -> XXX ])) -> [XXX, Array<XXX>, Array<XXX>]","(Hash<(String or Symbol), %any>) -> Array<User>","def adjust(params)
    owners = []
    params.each_pair { |k,v|
      next unless k =~ /owner_(\d+)/
      next if v == """"
      owners << User.find(RDL.type_cast(v, ""String""))
    }

    posters = []
    params.each_pair { |k,v|
      next unless k =~ /poster_(\d+)/
      next if v == """"
      posters << User.find(RDL.type_cast(v, ""String""))
    }
    return [params[:list].permit(:name, :short_descr, :long_descr),
      owners, posters]
  end"
TalksController,@talks,ActiveRecord_Relation<Talk>,Array<Talk>,
TalksController,@current,(false or true),(false or true),
TalksController,@lists,Array<List>,Array<List>,
TalksController,@talk,Talk,Talk,
TalksController,@title,String,String,
TalksController,@posted,Array<XXX>,Array<List>,
TalksController,@subscription,Subscription,Subscription,
TalksController,@talk_old,Talk,Talk,
TalksController,@regs,XXX,Array<Registration>,
TalksController,@users,Array<User>,Array<User>,
TalksController,@reg,Registration,Registration,
TalksController,@success,(false or true),(false or true),
TalksController,@date,XXX,String,
TalksController,@start_time,XXX,String,
TalksController,@end_time,XXX,String,
TalksController,index,() -> (Array<String> or String),() -> Array<Talk>,"def index
    fix_range params
    if params[:range] == :past
      @talks = Talk.past.sort { |a,b|
        [b.start_time.beginning_of_day, a.start_time] <=> [a.start_time.beginning_of_day, b.start_time]
      }
      @current = false
    elsif params[:range] == :all
      @talks = Talk.all_recent.sort { |a,b| a.start_time <=> b.start_time }
    else
      @talks = Talk.current.sort { |a,b| a.start_time <=> b.start_time }
      @current = true
    end
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    respond_to do |format|
      format.html
      format.json
    end
end"
TalksController,admin_view,() -> ActiveRecord_Relation<Talk>,() -> Array<Talk>,"def admin_view
    authorize! :site_admin, :all
    @talks = Talk.all
  end"
TalksController,new,() -> Array<String>,() -> Array<String>,"def new
    authorize! :create, Talk
    @talk = Talk.new(:kind => :standard)
    @title = ""Create new talk""
    @posted = []
    @talk.owner = current_user
    if can? :site_admin, :all then
      @lists = List.all.sort { |a,b| a.name <=> b.name }
    else
      @lists = (current_user.owned_lists + current_user.poster_lists).sort { |a,b| a.name <=> b.name }.uniq
    end
    @talk.trigger_watch_email = true
    render :action => ""edit""
  end"
TalksController,show,() -> (Array<String> or String),() -> Subscription,"def show
    @talk = Talk.find(params[:id])
    @subscription = @talk.subscription current_user if current_user
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    respond_to do |format|
      format.html
      format.json
    end
  end"
TalksController,create,() -> (Array<String> or String),() -> (Array<String> or String),"def create
    authorize! :create, Talk
    talk_params, lists = adjust params
    @talk = Talk.new(talk_params)
    @talk.lists = lists
    @talk.owner = current_user unless can? :edit_owner, @talk
    if @talk.save
      if params[:talk][:trigger_watch_email] == ""1""
#        @talk.delay.email_watchers(nil)
        redirect_to @talk, :notice => ""Sending talk creation notification to subscribers and watchers...""
      else
        redirect_to @talk
      end
    else
      compute_edit_fields
      render :action => ""edit""
    end
  end"
TalksController,edit,() -> XXX,() -> Array<List>,"def edit
    @talk = Talk.find(params[:id])
    authorize! :edit, @talk
    compute_edit_fields
    @talk.trigger_watch_email = false
  end"
TalksController,update,() -> (Array<String> or String),() -> (Array<String> or String),"def update
    @talk = Talk.find(params[:id])
    @talk_old = @talk.dup
    authorize! :edit, @talk
    talk_params, lists = adjust params
    @talk.lists = lists
    if @talk.update(talk_params)
      if talk_params[:trigger_watch_email] == ""1""
        changes = Set.new
        changes << :title if @talk_old.title != @talk.title
        changes << :speaker if ((@talk_old.speaker != @talk.speaker) || (@talk_old.speaker_url != @talk.speaker_url))
        changes << :venue if ((@talk_old.room != @talk.room) || (@talk_old.building != @talk.building))
        changes << :time if ((@talk_old.start_time != @talk.start_time) || (@talk_old.end_time != @talk.end_time))
        changes << :abstract if (@talk_old.abstract != @talk.abstract)
        changes << :bio if (@talk_old.bio != @talk.bio)
        changes << :reg if (@talk_old.request_reg != @talk.request_reg)
        if changes.empty?
          redirect_to @talk
        else
#          @talk.delay.email_watchers(changes)
          redirect_to @talk, :notice => ""Sending talk update notification to subscribers and watchers...""
        end
      else
        redirect_to @talk
      end
    else
      compute_edit_fields
      render :action => ""edit""
    end
  end"
TalksController,destroy,() -> String,() -> String,"def destroy
    @talk = Talk.find(params[:id])
    authorize! :edit, @talk
    @talk.destroy
    redirect_to talks_path
  end"
TalksController,subscribe,() -> (Array<String> or String),() -> (Array<String> or String),"def subscribe
    t = Talk.find(params[:id])
    do_subscription(t, params[:do])
    respond_to do |format|
      format.js { render ""shared/_update_badges.js.erb"", :locals => { :subscribable => t } }
      format.html { redirect_to action: ""show"" }
    end
  end"
TalksController,register,() -> (Array<String> or String),() -> (Array<String> or String),"def register
    t = Talk.find(params[:id])
    r = Registration.where(:talk_id => RDL.type_cast(t, ""Integer""), :user_id => current_user)
    raise ""Attempt to register for talk without registration"" if not t.request_reg
    logger.error ""Inconsistency, r is #{r}"" if r.length > 1
    case params[:do]
    when ""register""
      if r.empty?
        r = Registration.new(:talk_id => t.id, :user_id => current_user.id)
        r.save
      end
    when ""unregister""
      r[0].destroy if r[0]
    end
    respond_to do |format|
      format.js { render ""shared/_update_badges.js.erb"", :locals => { :subscribable => t } }
      format.html { redirect_to action: ""show"" }
    end
  end"
TalksController,show_registrations,() -> Array<String>,() -> (Array<String> or Array<User>),"def show_registrations
    @talk = Talk.find(params[:id])
    raise ""Attempt to register for talk without registration"" if not @talk.request_reg
    authorize! :edit, @talk
    @regs = @talk.registrations
    @users = User.all.sort { |a,b| a.email_and_name <=> b.email_and_name }
    if params[:csv] == ""true""
      render :show_registrations_csv, :layout => false, :content_type => ""text/csv""
    end
  end"
TalksController,cancel_registration,() -> String,() -> String,"def cancel_registration
    r = Registration.find(params[:id])
    t = r.talk
    authorize! :edit, r.talk
#    raise ""Attempt to register for talk without registration"" if not t.request_reg
    r.destroy
    redirect_to show_registrations_talk_path(t)
  end"
TalksController,external_register,() -> Array<String>,() -> (Array<String> or Mail::Message),"def external_register
    @talk = Talk.find(params[:id])
    raise ""Attempt to register for talk without registration"" if not @talk.request_reg
    @reg = Registration.new(:talk_id => @talk.id,
                            :user_id => 0,
                            :name => params[:name],
                            :email => params[:email],
                            :organization => params[:organization],
                            :secret => SecureRandom.base64,
                            )
    if @reg.save
      TheMailer.send_external_reg(@reg).deliver_now
    else
      render :action => :show
    end
  end"
TalksController,cancel_external_registration,() -> false,() -> (false or true),"def cancel_external_registration
    @reg = Registration.find(params[:registration])
    if @reg && (@reg.secret == params[:secret])
      @reg.destroy
      @success = true
      TheMailer.send_cancel_reg(@reg).deliver_now
    else
      @success = false
    end
  end"
TalksController,feed,() -> (Array<String> or String),() -> (Array<String> or String),"def feed
    @talks = Talk.all_recent.sort { |a,b| a.start_time <=> b.start_time }
    @title = t :site_name
    respond_to do |format|
      format.ics { render :text => (generate_ical @talks) }
      format.atom { render ""shared/feed"", :layout => false  }
    end
  end"
TalksController,calendar,() -> (Array<String> or String),() -> (Array<String> or String),"def calendar
    @talk = Talk.find(params[:id])
    respond_to do |format|
      format.ics { render :text => (generate_ical [@talk]) }
    end
  end"
TalksController,@subscribers,Array<XXX>,,
TalksController,show_subscribers,() -> Array<String>,() -> Array<String>,"def show_subscribers
    authorize! :site_admin, :all
    @talk = Talk.find(params[:id])
    @subscribers = []
    @subscribers += @talk.subscribers
    @subscribers += (@talk.lists.map { |l| l.subscribers }).flatten
    RDL.type_cast(@subscribers, ""Array<User>"").sort! { |a,b| a.email_and_name <=>  b.email_and_name }
    render ""shared/show_subscribers""
  end"
TalksController,feedback,() -> Array<List>,() -> Array<List>,"def feedback
    @lists = List.all.sort { |a,b| a.name <=> b.name }
  end"
TalksController,receive_feedback,() -> String,() -> String,"def receive_feedback
    TheMailer.send_feedback(:name => params[:name].truncate(255), :email => params[:email].truncate(255), :subject => params[:subject].truncate(255), :comments => params[:comments].truncate(5000)).deliver_now
    redirect_to root_path, :notice => ""Thank you for your feedback""
  end"
TalksController,adjust,"(([ []: (:talk) -> XXX ] and [ []: (:temp_date) -> XXX ] and [ []: (:temp_date_time) -> XXX ] and [ []: (:temp_end_time) -> XXX ] and [ []: (:temp_start_time) -> XXX ] and [ each_pair: () {(XXX, XXX) -> XXX} -> XXX ] and [ require: (:talk) -> XXX ])) -> [XXX, Array<XXX>]","(Hash<(String or Symbol), %any>) -> Array<List>","def adjust(params)
    if params[:temp_date_time] != """" then
      # TODO: handle parsing errors here
      if (params[:temp_date_time] =~ /(.*) from (.*) to (.*)/) || (params[:temp_date_time] =~ /(.*) from (.*)\s*-\s*(.*)/) then
        params[:talk][:start_time] = Chronic.parse(""#{$1} at #{$2}"")
        params[:talk][:end_time] = Chronic.parse(""#{$1} at #{$3}"")
      else
        params[:talk][:start_time] = params[:talk][:end_time] = nil
      end
    else
      params[:talk][:start_time] = Chronic.parse(""#{params[:temp_date]} #{params[:temp_start_time]}"")
      params[:talk][:end_time] = Chronic.parse(""#{params[:temp_date]} #{params[:temp_end_time]}"")
#      errors.add(nil, ""Malformed date or time"") if not (params[:talk][:start_time] && params[:talk][:end_time])
    end

    lists = []
    params.each_pair { |k,v|
      next unless k =~ /posted_(\d+)/
      next if v == """"
      l = List.find RDL.type_cast(v, ""String"")
      next unless can? :add_talk, l
      lists << l
    }

    return [params.require(:talk).permit(:title, :speaker, :speaker_affiliation,
      :speaker_url, :room, :building_id, :kind, :request_reg,
      :trigger_watch_email, :owner_id, :abstract, :bio,
      :reg_info, :start_time, :end_time), lists]
#    params.require(:talk).permit!
  end"
TalksController,compute_edit_fields,() -> Array<List>,() -> Array<List>,"def compute_edit_fields
    @title = ""Edit talk""
    if @talk.start_time && @talk.end_time
      @date = @talk.start_time.strftime(""%m/%d/%Y"")
      @start_time = @talk.start_time.strftime(""%l:%M %P"").lstrip
      @end_time = @talk.end_time.strftime(""%l:%M %P"").lstrip
    end
    @posted = @talk.lists
    if can? :site_admin, :all then
      @lists = List.all.sort { |a,b| a.name <=> b.name }
    else
      @lists = (current_user.owned_lists + current_user.poster_lists).sort { |a,b| a.name <=> b.name }.uniq
    end
  end"
UsersController,@users,Array<User>,Array<User>,
UsersController,@user,User,User,
UsersController,@current,(false or true),(false or true),
UsersController,@list_subscriptions,Hash,"Hash<List, Symbol>",
UsersController,@your_lists,XXX,Array<List>,
UsersController,@lists,Array<List>,Array<List>,
UsersController,@talk_subscriptions,XXX,"Hash<Talk, (String or Symbol)>",
UsersController,@talks,XXX,Array<Talk>,
UsersController,@title,String,String,
UsersController,index,() -> Array<User>,() -> Array<User>,"def index
    authorize! :site_admin, :all
    @users = User.all.sort { |a,b| a.email <=> b.email }
  end"
UsersController,show,() -> XXX,() -> Array<Talk>,"def show
    @user = User.find(params[:id])
    authorize! :edit, @user
    fix_range params
    if params[:range] == :past
      @current = false
    else
      @current = true
    end
    @list_subscriptions = Hash[current_user.subscribed_lists]
    @your_lists = (current_user.owned_lists + current_user.poster_lists + @list_subscriptions.keys).sort { |a,b| a.name <=> b.name }.uniq
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    @talk_subscriptions = current_user.subscribed_talks(params[:range])
    if @current then
      @talks = current_user.owned_talks.current
    else
      @talks = current_user.owned_talks.past
    end
    @talks += RDL.type_cast(@talk_subscriptions.keys, ""Array<Talk>"")
    @talks.uniq!
    if params[:range] == :past
      @talks.sort! { |a,b| [b.start_time.beginning_of_day, a.start_time] <=> [a.start_time.beginning_of_day, b.start_time] }
    else
      @talks.sort! { |a,b| a.start_time <=> b.start_time }
    end
  end"
UsersController,edit,() -> XXX,() -> %any,"def edit
    @user = User.find(params[:id])
    authorize! :edit, @user
  end"
UsersController,update,() -> (Array<String> or String),() -> (Array<String> or String),"def update
    @user = User.find(params[:id])
    authorize! :edit, @user
    up = user_params
    if up[:password].blank?
      up.delete :password
      up.delete :password_confirmation
    end
    unless can? :site_admin, :all
      up.delete :perm_site_admin
      up.delete :perm_create_talk
    end
    if @user.update(up)
      redirect_to @user
    else
      render :action => ""edit""
    end
  end"
UsersController,destroy,() -> String,() -> String,"def destroy
    @user = User.find(params[:id])
    authorize! :site_admin, :all
    @user.destroy
    redirect_to users_path
  end"
UsersController,feed,() -> (Array<String> or String),() -> (Array<String> or String),"def feed
    user = User.find(params[:id])
    @title = ""Your Talks""
    @talks = user.subscribed_talks(:all, [""kind_subscriber"", ""kind_subscriber_through""]).keys
    respond_to do |format|
      if params[:key] == user.ical_secret
        format.ics { render :text => (generate_ical @talks) }
        format.atom { render ""shared/feed"", :layout => false  }
      else
        format.ics { render :nothing => true, :status => :forbidden }
        format.atom { render :nothing => true, :status => :forbidden }
      end
    end
  end"
UsersController,reset_ical_secret,() -> String,() -> String,"def reset_ical_secret
    @user = User.find(params[:id])
    authorize! :edit, @user
    @user.update_attribute(:ical_secret, nil)
    redirect_to users_path, :notice => ""ical secret reset for #{@user.email}""
  end"
UsersController,generate_ical_secret,() -> true,() -> true,"def generate_ical_secret
    if current_user && (current_user.ical_secret == nil || current_user.ical_secret == """") then
      current_user.update_attribute(:ical_secret, SecureRandom.base64)
    end
    true
  end"
TheMailer,@talks,(ActiveRecord_Relation<Talk> or Array<Talk>),Array<Talk>,
TheMailer,@subj,String,String,
TheMailer,@reg,Registration,Registration,
TheMailer,@talk,Talk,Talk,
TheMailer,@user,User,User,
TheMailer,@changes,XXX,Set<Symbol>,
TheMailer,@comments,XXX,String,
TheMailer,@message,XXX,String,
TheMailer,send_talks,"(User, (ActiveRecord_Relation<Talk> or Array<Talk>), String) -> ActionMailer::MessageDelivery","(User, Array<Talk>, String) -> Mail::Message","def send_talks(user, talks, subj)
    @talks = talks.sort { |a,b| a.start_time <=> b.start_time }
    @subj = subj
    mail :to => ""#{user.name} <#{user.email}>"",
         :subject => ""[Talks] #{@subj}""
  end"
TheMailer,send_external_reg,(Registration) -> ActionMailer::MessageDelivery,(Registration) -> Mail::Message,"def send_external_reg(reg)
    @reg = reg
    @talk = reg.talk

    mail :to => ""#{@reg.name} <#{@reg.email}>"",
         :subject => ""[Talks] Registration confirmation""
  end"
TheMailer,send_talk_change,"(User, Talk, XXX) -> ActionMailer::MessageDelivery","(User, Talk, Set<(:abstract or :bio or :reg or :speaker or :time or :title or :venue)>) -> Mail::Message","def send_talk_change(user, talk, changes)
    @user = user
    @talk = talk
    @changes = changes
    if @changes
      @subj = ""[Talks] Talk update: #{@talk.title}""
    else
      @subj = ""[Talks] New talk posted: #{@talk.title}""
    end

    mail :to => ""#{@user.name} <#{@user.email}>"",
         :subject => @subj
  end"
TheMailer,send_feedback,"({ comments: String, subject: String, name: XXX, email: XXX }) -> ActionMailer::MessageDelivery","(Hash<Symbol, String>) -> Mail::Message","def send_feedback(h)
    @comments = h[:comments]
    mail :to => ""Talks <talks@cs.umd.edu>"",
         :subject => h[:subject],
         :from => ""#{h[:name]} <#{h[:email]}>""
  end"
TheMailer,send_admin_message,"((Gem::Specification or Registration or User), { message: XXX, subject: String }) -> ActionMailer::MessageDelivery","(User, Hash<Symbol, String>) -> Mail::Message","def send_admin_message(u, h)
    @message = h[:message]
    mail :to => ""#{u.name} <#{u.email}>"",
         :subject => h[:subject]
  end"
TalksHelper,@out,String,String,
TalksHelper,render_speaker,(Talk) -> XXX,(Talk) -> String,"def render_speaker(talk)
    if talk.speaker.empty?
      @out = ""No speaker yet""
    else
      @out = talk.speaker
    end
    unless talk.speaker_affiliation.empty?
      @out += "" - #{talk.speaker_affiliation}""
    end
    unless talk.speaker_url.empty?
      @out = link_to @out, talk.speaker_url
    end
    return @out.sanitize
  end"
TalksHelper,render_venue,(Talk) -> String,(Talk) -> String,"def render_venue(talk)
    return ""<i>No venue yet</i>"".sanitize unless (talk.room || talk.building)

    if talk.building && (not talk.building.name.empty?)
      @out = ""#{talk.room} #{talk.building.name} (#{talk.building.abbrv})""
    elsif talk.building
      @out = ""#{talk.room} #{talk.building.abbrv}""
    else
      @out = talk.room
    end
    if talk.building && talk.building.url && (not talk.building.url.empty?)
      @out = link_to @out, talk.building.url
    end
    return @out.sanitize
  end"
TalksHelper,render_time,(Talk) -> XXX,(Talk) -> String,"def render_time(talk)
    if talk.start_time && talk.end_time
      @out = (talk.start_time.strftime ""%A, %B %-d, %Y, "") + (talk.start_time.strftime(""%l:%M"").lstrip)
      if ((talk.start_time.hour < 12) == (talk.end_time.hour < 12)) # both am or both pm
        @out += ""-"" + (talk.end_time.strftime(""%l:%M %P"").lstrip)
      else
        @out += (talk.start_time.strftime "" %P-"") + (talk.end_time.strftime(""%l:%M %P"").lstrip)
      end
    else
      @out = ""(Time not yet available)""
    end
    return @out.sanitize
  end"
TalksHelper,render_lists,(Talk) -> XXX,(Talk) -> String,"def render_lists(talk)
    return (talk.lists
              .sort { |a,b| a.name <=> b.name }
              .map { |l| link_to l.name, list_url(l) }
              .join ""&nbsp;&sdot;&nbsp;"").sanitize
  end"
TalksHelper,render_array_of_lists,((ActiveRecord_Relation<List> or Array<List>)) -> XXX,(Array<List>) -> String,"def render_array_of_lists(lists)
    return (lists
              .sort { |a,b| a.name <=> b.name }
              .map { |l| link_to l.name, list_url(l) }
              .join ""&nbsp;&sdot;&nbsp;"").sanitize
  end"
TalksHelper,organize_talks,"([ each: () {(XXX) -> XXX} -> XXX ]) -> { past: Array<XXX>, today: Array<XXX>, later_this_week: Array<XXX>, next_week: Array<XXX>, beyond: Array<XXX>, now: Time }","(Array<Talk>) -> Hash<(:beyond or :later_this_week or :next_week or :now or :past or :today), (Array<Array<Talk>> or Array<Talk> or Time)>","def organize_talks(talks)
    h = Hash.new
    h[:past] = []
    h[:today] = []
    h[:later_this_week] = []
    (0..6).each { |wday| h[:later_this_week][wday] = [] }
    h[:next_week] = []
    (0..6).each { |wday| h[:next_week][wday] = [] }
    h[:beyond] = []

    h[:now] = Time.now

    the_past = (h[:now] - 1.day).end_of_day
    today = h[:now].beginning_of_day..h[:now].end_of_day
    later_this_week = (h[:now].beginning_of_day + 1.day)..((h[:now] + 1.day).end_of_week - 1.day)
    next_week = ((h[:now] + 1.day).beginning_of_week + 6.day)..((h[:now] + 1.day).end_of_week + 6.day)
    beyond = (h[:now] + 1.day).beginning_of_week + 13.day

    talks.each do |t|
      if t.start_time <= the_past
        h[:past] << t
      elsif today.cover? t.start_time
        h[:today] << t
      elsif later_this_week.cover? t.start_time
        h[:later_this_week][t.start_time.wday] << t
      elsif next_week.cover? t.start_time
        h[:next_week][t.start_time.wday] << t
      else
        h[:beyond] << t
      end
    end

    h[:past].sort! { |a,b| a.start_time <=> b.start_time }
    h[:today].sort! { |a,b| a.start_time <=> b.start_time }
    h[:later_this_week].each { |ts| ts.sort! { |a,b| a.start_time <=> b.start_time } }
    h[:next_week].each { |ts| ts.sort! { |a,b| a.start_time <=> b.start_time } }
    h[:beyond].sort! { |a,b| a.start_time <=> b.start_time }

    return h
  end"
TalksHelper,format_day,((ActiveSupport::TimeWithZone or Date or String or TZInfo::Timezone or Time)) -> XXX,((ActiveSupport::TimeWithZone or Date)) -> String,"def format_day(time)
    time.strftime(""%A, %B %-d, %Y"")
  end"
User,name_and_email,() -> String,() -> String,"def name_and_email
    ""#{name} &lt;#{email}&gt;"".sanitize
  end"
User,email_and_name,() -> String,() -> String,"def email_and_name
    ""#{email} (#{name})"".sanitize
  end"
User,subscribed_lists,"() -> Array<[List, String]>",() -> Array<Array<(List or Symbol)>>,"def subscribed_lists
    subscriptions.where(:subscribable_type => ""List"").map { |s| [List.find(s.subscribable_id), s.kind] }
  end"
