Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
[s]Talk,upcoming,Ret,"",ActiveRecord_Relation<Talk>,ActiveRecord_Relation<Talk>,E,Constraints,"def self.upcoming
    # use end_time so talks going on now still appear
    where(""end_time >= ?"", Time.zone.now)
  end"
[s]Talk,past,Ret,"",ActiveRecord_Relation<Talk>,ActiveRecord_Relation<Talk>,E,Constraints,"def self.past
    where(""end_time < ? and end_time >= ?"", Time.zone.now.beginning_of_day, Time.zone.now - 1.year)
  end"
[s]Talk,current,Ret,"",ActiveRecord_Relation<Talk>,ActiveRecord_Relation<Talk>,E,Constraints,"def self.current
    where(""end_time >= ?"", Time.zone.now.beginning_of_day)
  end"
[s]Talk,today,Ret,"",ActiveRecord_Relation<Talk>,ActiveRecord_Relation<Talk>,E,Constraints,"def self.today
    where(""end_time >= ? and start_time < ?"", Time.zone.now.beginning_of_day, Time.zone.now.end_of_day)
  end"
[s]Talk,this_week,Ret,"",ActiveRecord_Relation<Talk>,ActiveRecord_Relation<Talk>,E,Constraints,"def self.this_week
    where(""end_time >= ? and start_time < ?"", (Time.zone.now + 1.day).beginning_of_week - 1.day, (Time.zone.now + 1.day).end_of_week - 1.day)
  end"
Talk,past?,Ret,"",(false or true),(false or true),E,Twin,"def past?
    end_time < Time.zone.now.beginning_of_day
  end"
Talk,upcoming?,Ret,"",(false or true),(false or true),E,Twin,"def upcoming?
    end_time >= Time.zone.now
  end"
Talk,current?,Ret,"",(false or true),(false or true),E,Twin,"def current?
    (end_time >= Time.zone.now.beginning_of_day)
  end"
Talk,today?,Ret,"",(false or true),(false or true),E,Twin,"def today?
    (end_time >= Time.zone.now.beginning_of_day) && (start_time < Time.zone.now.end_of_day)
  end"
Talk,this_week?,Ret,"",(false or true),(false or true),E,Twin,"def this_week?
    (end_time >= (Time.zone.now + 1.day).beginning_of_week - 1.day) && (start_time < (Time.zone.now + 1.day).end_of_week - 1.day)
  end"
Talk,later_this_week?,Ret,"",(false or true),(false or true),E,Twin,"def later_this_week?
    (not past?) && (end_time >= (Time.zone.now + 1.day).beginning_of_week - 1.day) && (start_time < (Time.zone.now + 1.day).end_of_week - 1.day)
  end"
Talk,next_week?,Ret,"",(false or true),(false or true),E,Twin,"def next_week?
    (end_time >= (Time.zone.now + 1.day).beginning_of_week + 6.day) && (start_time < (Time.zone.now + 1.day).end_of_week + 6.day)
  end"
Talk,further_ahead?,Ret,"",(false or true),(false or true),E,Twin,"def further_ahead?
    (end_time >= (Time.zone.now + 1.day).beginning_of_week + 13.day)
  end"
Talk,match_range,Arg,range,([ ==: (:all) -> (false or true) ] and [ ==: (:current) -> (false or true) ] and [ ==: (:past) -> (false or true) ] and [ ==: (:this_week) -> (false or true) ] and [ ==: (:today) -> (false or true) ] and [ ==: (:upcoming) -> (false or true) ]),Symbol,TS,Constraints,"def match_range(range)
    (range == :all) ||
      (range == :past && past?) ||
      (range == :upcoming && upcoming?) ||
      (range == :current && current?) ||
      (range == :today && today?) ||
      (range == :this_week && this_week?)
  end"
Talk,match_range,Ret,"",(false or true),(false or true),E,Constraints,"def match_range(range)
    (range == :all) ||
      (range == :past && past?) ||
      (range == :upcoming && upcoming?) ||
      (range == :current && current?) ||
      (range == :today && today?) ||
      (range == :this_week && this_week?)
  end"
Talk,owner?,Arg,user,User,User,E,Twin,"def owner?(user)
    return owner == user
  end"
Talk,owner?,Ret,"",(false or true),(false or true),E,Constraints,"def owner?(user)
    return owner == user
  end"
Talk,poster?,Arg,user,User,User,E,Twin,"def poster?(user)
    return false
  end"
Talk,poster?,Ret,"",(false or true),(false or true),E,Constraints,"def poster?(user)
    return false
  end"
Talk,subscriber?,Arg,user,User,User,E,Twin,"def subscriber?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_subscriber"")
  end"
Talk,subscriber?,Ret,"",(false or true),(false or true),E,Constraints,"def subscriber?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_subscriber"")
  end"
Talk,watcher?,Arg,user,User,User,E,Twin,"def watcher?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_watcher"")
  end"
Talk,watcher?,Ret,"",(false or true),(false or true),E,Constraints,"def watcher?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_watcher"")
  end"
Talk,registered?,Arg,user,User,User,E,Twin,"def registered?(user)
    not (registrations.where(:user_id => user.id).empty?)
  end"
Talk,registered?,Ret,"",(false or true),(false or true),E,Constraints,"def registered?(user)
    not (registrations.where(:user_id => user.id).empty?)
  end"
Talk,through,Arg,user,User,User,E,Twin,"def through(user)
    h = Hash.new RDL.type_cast([], ""Array<List>"")
    return h unless user
    user.subscribed_lists.each do |l, kl|
      if l.talks.exists? self.id then
        if kl == ""kind_subscriber""
          h[:subscriber] += [l]
        elsif kl == ""kind_watcher""
          h[:watcher] += [l]
        end
      end
    end
    return h
  end"
Talk,through,Ret,"","{ subscriber: Array<(List or { { { Talk#through arg: user }#subscribed_lists call_ret: ret }#each block_arg: l })>, watcher: Array<(List or { { { Talk#through arg: user }#subscribed_lists call_ret: ret }#each block_arg: l })> }",(:kind_subscriber_through or :kind_watcher_through),T,Constraints,"def through(user)
    h = Hash.new RDL.type_cast([], ""Array<List>"")
    return h unless user
    user.subscribed_lists.each do |l, kl|
      if l.talks.exists? self.id then
        if kl == ""kind_subscriber""
          h[:subscriber] += [l]
        elsif kl == ""kind_watcher""
          h[:watcher] += [l]
        end
      end
    end
    return h
  end"
Talk,email_watchers,Arg,changes,String,Set<(:abstract or :bio or :reg or :speaker or :time or :title or :venue)>,T,Twin,"def email_watchers(changes)
    to_email = []
    to_email += subscribers # all direct subscribers
    to_email += RDL.type_cast((lists.map { |l| l.subscribers }).flatten, ""Array<User>"") # all indirect subscribers

    to_email.uniq.each do |u|
      TheMailer.send_talk_change(u, self, changes).deliver_now
    end
  end"
Talk,email_watchers,Ret,"",Array<(User or { Talk#email_watchers array_param: array_param_#<Parser::Source::Map::Collection:0x00007fef2f429b38> })>,Array<User>,P,Constraints,"def email_watchers(changes)
    to_email = []
    to_email += subscribers # all direct subscribers
    to_email += RDL.type_cast((lists.map { |l| l.subscribers }).flatten, ""Array<User>"") # all indirect subscribers

    to_email.uniq.each do |u|
      TheMailer.send_talk_change(u, self, changes).deliver_now
    end
  end"
Building,abbrv_and_name,Ret,"",String,String,E,Constraints,"def abbrv_and_name
    return abbrv if name == """" || name.nil?
    return ""#{abbrv} - #{name}""
  end"
List,subscription,Arg,user,User,User,E,Twin,"def subscription(user)
    s = Subscription.where(:subscribable_id => id, :subscribable_type => ""List"", :user_id => user.id)
    return nil if s.length == 0
    return s.first if s.length == 1
    logger.error ""Multiple subscriptions #{s}""
    return nil
  end"
List,subscription,Ret,"",Subscription,Subscription,E,Constraints,"def subscription(user)
    s = Subscription.where(:subscribable_id => id, :subscribable_type => ""List"", :user_id => user.id)
    return nil if s.length == 0
    return s.first if s.length == 1
    logger.error ""Multiple subscriptions #{s}""
    return nil
  end"
List,owner?,Arg,user,User,User,E,Twin,"def owner?(user)
    return owners.include? user
  end"
List,owner?,Ret,"",(false or true),(false or true),E,Twin,"def owner?(user)
    return owners.include? user
  end"
List,poster?,Arg,user,User,User,E,Twin,"def poster?(user)
    return posters.include? user
  end"
List,poster?,Ret,"",(false or true),(false or true),E,Twin,"def poster?(user)
    return posters.include? user
  end"
List,watcher?,Arg,user,User,User,E,Constraints,"def watcher?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_watcher"")
  end"
List,watcher?,Ret,"",{ List#watcher? ret: ret },(false or true),N,Constraints,"def watcher?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_watcher"")
  end"
List,subscriber?,Arg,user,User,User,E,Constraints,"def subscriber?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_subscriber"")
  end"
List,subscriber?,Ret,"",{ List#subscriber? ret: ret },(false or true),N,Constraints,"def subscriber?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_subscriber"")
  end"
AdminController,index,Ret,"",ActiveRecord_Relation<User>,nil,T,Twin,"def index
  end"
AdminController,spam,Ret,"",ActiveRecord_Relation<User>,nil,T,Twin,"def spam
  end"
AdminController,send_spam,Ret,"",String,String,E,Constraints,"def send_spam
#    AdminController.delay.spam_users(:subject => params[:subject], :message => params[:message])
    redirect_to admin_index_path, :notice => ""Sending message to all users...""
  end"
[s]AdminController,spam_users,Arg,h,User,"Hash<Symbol, String>",T,Twin,"def self.spam_users(h)
    User.all.each do |u|
      if u.confirmed_at
        TheMailer.send_admin_message(u, h).deliver_now
      end
    end
    logger.debug ""Messages delivered.""
  end"
[s]AdminController,spam_users,Ret,"",(false or true),(false or true),E,Constraints,"def self.spam_users(h)
    User.all.each do |u|
      if u.confirmed_at
        TheMailer.send_admin_message(u, h).deliver_now
      end
    end
    logger.debug ""Messages delivered.""
  end"
ApplicationController,require_site_admin,Ret,"",ActionMailer::MessageDelivery,%any,E,Twin,"def require_site_admin
    authorize! :site_admin, :all
  end"
ApplicationController,generate_ical,Arg,talks,[ each: () {({ { ApplicationController#generate_ical arg: talks }#each block_arg: t }) -> { { ApplicationController#generate_ical arg: talks }#each block_ret: block_ret }} -> { { ApplicationController#generate_ical arg: talks }#each call_ret: ret } ],Array<Talk>,TS,Constraints,"def generate_ical(talks)
    coder = HTMLEntities.new
    cal = RiCal.Calendar do |cal|
      talks.each do |t|
        cal.event do |event|
          event.summary = ""#{t.speaker} - #{t.title}""
          event.dtstart = t.start_time.in_time_zone(""US/Eastern"")
          event.dtend = t.end_time.in_time_zone(""US/Eastern"")
          if t.room && t.building
            event.location = ""#{t.room} #{t.building.abbrv}""
          elsif t.room
            event.location = t.room
          end
	        event.url = talk_url(t)
          # notes = """"
          # unless t.abstract.empty?
	        #    notes = coder.decode(ActionController::Base.helpers.strip_tags(t.abstract))
          # else
	        #    notes = ""(No abstract yet)""
	        # end
	        # unless t.bio.empty?
	        #    notes << ""Bio: "" << coder.decode(ActionController::Base.helpers.strip_tags(t.bio))
	        # end
	        # event.description = notes
        end
      end
    end
  end"
ApplicationController,generate_ical,Ret,"","[{  }, Array<{ TalksController#adjust array_param: array_param_#<Parser::Source::Map::Collection:0x00007fef2f343200> }>]",RiCal::Component::Calendar,T,Twin,"def generate_ical(talks)
    coder = HTMLEntities.new
    cal = RiCal.Calendar do |cal|
      talks.each do |t|
        cal.event do |event|
          event.summary = ""#{t.speaker} - #{t.title}""
          event.dtstart = t.start_time.in_time_zone(""US/Eastern"")
          event.dtend = t.end_time.in_time_zone(""US/Eastern"")
          if t.room && t.building
            event.location = ""#{t.room} #{t.building.abbrv}""
          elsif t.room
            event.location = t.room
          end
	        event.url = talk_url(t)
          # notes = """"
          # unless t.abstract.empty?
	        #    notes = coder.decode(ActionController::Base.helpers.strip_tags(t.abstract))
          # else
	        #    notes = ""(No abstract yet)""
	        # end
	        # unless t.bio.empty?
	        #    notes << ""Bio: "" << coder.decode(ActionController::Base.helpers.strip_tags(t.bio))
	        # end
	        # event.description = notes
        end
      end
    end
  end"
ApplicationController,fix_range,Arg,params,"([ []: (:range) -> { { ApplicationController#fix_range arg: params }#[] call_ret: ret } ] and [ []=: (:range, :current) -> { { ApplicationController#fix_range arg: params }#[]= call_ret: ret } ])","Hash<(String or Symbol), %any>",TS,Constraints,"def fix_range(params)
    params[:range] = :current unless params[:range]
    params[:range] = params[:range].to_sym
  end"
ApplicationController,fix_range,Ret,"",Array<Delayed::Backend::ActiveRecord::Job>,Symbol,T,Twin,"def fix_range(params)
    params[:range] = :current unless params[:range]
    params[:range] = params[:range].to_sym
  end"
BuildingsController,@buildings,Var,@buildings,Array<Building>,Array<Building>,E,Constraints,""
BuildingsController,index,Ret,"",Array<Building>,Array<Building>,E,Constraints,"def index
    authorize! :edit_buildings, :all
    @buildings = Building.all.sort { |a, b| a.abbrv <=> b.abbrv }
  end"
BuildingsController,update,Ret,"",String,(Array<String> or String),T,Constraints,"def update
    authorize! :edit_buildings, :all
    msg = """"
    if (params[:building_abbrv_new] != """") || (params[:building_name_new] != """") || (params[:building_url_new] != nil)
      logger.info "">> #{params[:building_abbrv_new].inspect}, #{params[:building_name_new].inspect}, #{params[:building_url_new].inspect}""
      b = Building.new(:abbrv => params[:building_abbrv_new],
                          :name => params[:building_name_new],
                          :url => params[:building_url_new])
      b.save
      msg << ""New building: "" << b.errors.full_messages.join("" "") << ""<br/>"" if not (b.errors.empty?)
    end
    params.each_pair do |k,v|
      next unless k =~ /^building_(.*)_(\d+)/
      b = Building.find($2)
      case $1
      when ""abbrv"", ""name"", ""url"" # only valid attrs
        next if b.send($1) == v   # unchanged
        old_abbrv = b.abbrv
        b.send(""#{$1}="", v)       # set value
        b.save
        msg << ""#{old_abbrv}: "" + b.errors.full_messages.join("" "") << ""<br/>"" if not (b.errors.empty?)
      else
        next
      end
    end
    redirect_to buildings_index_path, :alert => msg.sanitize
  end"
BuildingsController,destroy,Ret,"",String,String,E,Constraints,"def destroy
    authorize! :edit_buildings, :all
    b = Building.find(params[:id])
    abbrv = b.abbrv
    b.destroy
    redirect_to buildings_index_path, :alert => ""Building #{abbrv} deleted""
  end"
JobsController,@jobs,Var,@jobs,Array<Delayed::Backend::ActiveRecord::Job>,Array<Delayed::Job>,P,Constraints,""
JobsController,index,Ret,"",Array<Delayed::Backend::ActiveRecord::Job>,Array<Delayed::Job>,P,Constraints,"def index
    @jobs = Delayed::Job.all.sort { |a,b| a.created_at <=> b.created_at }
  end"
JobsController,@job,Var,@job,Delayed::Backend::ActiveRecord::Job,Delayed::Job,T,Constraints,""
JobsController,delete,Ret,"",String,String,E,Constraints,"def delete
    @job = Delayed::Job.find(params[:id])
    tm = @job.created_at
    @job.destroy
    flash[:notice] = ""Deleted job that was created at #{tm}""

    redirect_to jobs_index_path
  end"
JobsController,delete_all,Ret,"",String,String,E,Constraints,"def delete_all
    Delayed::Job.all.each { |j|
      j.destroy
    }
    flash[:notice] = ""Deleted all jobs""

    redirect_to jobs_index_path
  end"
JobsController,@out,Var,@out,String,String,E,Constraints,""
JobsController,do_start,Ret,"",String,String,E,Constraints,"def do_start
    runcmd ""#{::Rails.root}/script/delayed_job restart""
    flash[:notice] = @out.sanitize
    redirect_to jobs_index_path
  end"
JobsController,do_stop,Ret,"",String,String,E,Constraints,"def do_stop
    runcmd ""#{::Rails.root}/script/delayed_job stop""
    flash[:notice] = @out.sanitize
    redirect_to jobs_index_path
  end"
JobsController,do_restart,Ret,"",String,String,E,Constraints,"def do_restart
    runcmd ""#{::Rails.root}/script/delayed_job restart""
    flash[:notice] = @out.sanitize
    redirect_to jobs_index_path
  end"
JobsController,do_reload,Ret,"",String,String,E,Constraints,"def do_reload
    runcmd ""#{::Rails.root}/script/delayed_job reload""
    flash[:notice] = @out.sanitize
    redirect_to jobs_index_path
  end"
JobsController,do_status,Ret,"",String,String,E,Constraints,"def do_status
    runcmd ""#{::Rails.root}/script/delayed_job status""
    flash[:notice] = @out.sanitize
    redirect_to jobs_index_path
  end"
JobsController,@success,Var,@success,(false or true),(false or true),E,Constraints,""
JobsController,runcmd,Arg,cmd,{ JobsController#runcmd arg: cmd },String,N,,"def runcmd(cmd)
    @out = """" if not @out
    @success = true if @success == nil
    @out << ""<span class=\""command\"">shell$ #{cmd}</span><br/>""
    res = `#{cmd} 2>&1`
    @out << res.gsub(""\n"", ""<br/>"")
    if $?.exitstatus != 0 then
      error ""Command returned #{$?.exitstatus}""
    end
    res
  end"
JobsController,runcmd,Ret,"",String,String,E,Constraints,"def runcmd(cmd)
    @out = """" if not @out
    @success = true if @success == nil
    @out << ""<span class=\""command\"">shell$ #{cmd}</span><br/>""
    res = `#{cmd} 2>&1`
    @out << res.gsub(""\n"", ""<br/>"")
    if $?.exitstatus != 0 then
      error ""Command returned #{$?.exitstatus}""
    end
    res
  end"
JobsController,error,Arg,s,String,String,E,Twin,"def error(s)
    @out = """" if not @out
    logger.error ""ERROR: #{s}""
    @out << ""<span class=\""error\"">#{s}</span><br/>""
    @success = false
  end"
JobsController,error,Ret,"",(false or true),false,T,Constraints,"def error(s)
    @out = """" if not @out
    logger.error ""ERROR: #{s}""
    @out << ""<span class=\""error\"">#{s}</span><br/>""
    @success = false
  end"
ListsController,@lists,Var,@lists,Array<List>,Array<List>,E,Constraints,""
ListsController,index,Ret,"",Array<List>,Array<List>,E,Constraints,"def index
    @lists = List.all.sort { |a,b| a.name <=> b.name }
  end"
ListsController,@list,Var,@list,List,List,E,Constraints,""
ListsController,@talks,Var,@talks,Array<Talk>,Array<Talk>,E,Constraints,""
ListsController,@current,Var,@current,(false or true),(false or true),E,Constraints,""
ListsController,show,Ret,"",(Array<String> or String),%any,E,Constraints,"def show
    @list = List.find(params[:id])
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    fix_range params
    case params[:range]
    when :past
      @talks = @list.talks.past.sort { |a,b| [b.start_time.beginning_of_day, a.start_time] <=> [a.start_time.beginning_of_day, b.start_time] }
      @current = false
    when :all
      @talks = @list.talks.sort { |a,b| a.start_time <=> b.start_time }
    else
      @talks = @list.talks.current.sort { |a,b| a.start_time <=> b.start_time }
      @current = true
    end
    respond_to do |format|
      format.html
      format.json
    end
  end"
ListsController,@title,Var,@title,String,String,E,Constraints,""
ListsController,@owners,Var,@owners,Array<User>,Array<User>,E,Constraints,""
ListsController,@posters,Var,@posters,Array<User>,Array<User>,E,Constraints,""
ListsController,@users,Var,@users,ActiveRecord_Relation<User>,Array<User>,E,Constraints,""
ListsController,new,Ret,"",Array<String>,Array<String>,E,Constraints,"def new
    authorize! :create, List
    @list = List.new
    @title = ""Create new list""
    @owners = []
    @posters = []
    @users = User.order(:email)
    render :action => ""edit""
  end"
ListsController,edit,Ret,"",ActiveRecord_Relation<User>,Array<User>,E,Constraints,"def edit
    @list = List.find(params[:id])
    authorize! :edit, @list
    compute_edit_fields
  end"
ListsController,compute_edit_fields,Ret,"",ActiveRecord_Relation<User>,Array<User>,E,Constraints,"def compute_edit_fields
    @title = ""Edit list""
    @owners = @list.owners.sort { |a,b| a.email_and_name <=> b.email_and_name }
    @posters = @list.posters.sort { |a,b| a.email_and_name <=> b.email_and_name }
    @users = User.order(:email)
  end"
ListsController,create,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def create
    authorize! :create, List
    list_params, owners, posters = adjust params
    @list = List.new(list_params)
    @list.owners = owners
    @list.posters = posters

    if @list.save
      redirect_to @list, notice: 'List was successfully created.'
    else
      compute_edit_fields
      render action: ""edit""
    end
  end"
ListsController,update,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def update
    @list = List.find(params[:id])
    authorize! :edit, @list
    list_params, owners, posters = adjust params
    if not (can? :edit_name, @list) then
      list_params.delete :name
    end

    @list.attributes = list_params
    @list.owners = owners
    @list.posters = posters

    if @list.save
      redirect_to @list, notice: 'List was successfully updated.'
    else
      compute_edit_fields
      render action: ""edit""
    end
  end"
ListsController,destroy,Ret,"",String,String,E,Constraints,"def destroy
    @list = List.find(params[:id])
    authorize! :destroy, @list
    @list.destroy

    redirect_to root_path
  end"
ListsController,subscribe,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def subscribe
    l = List.find(params[:id])
    do_subscription(l, params[:do])
    respond_to do |format|
      format.js { render ""shared/_update_badges.js.erb"", :locals => { :subscribable => l } }
      format.html { redirect_to action: ""show"" }
    end
  end"
ListsController,feed,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def feed
    @list = List.find(params[:id])
    @title = @list.name
    @talks = @list.talks
    respond_to do |format|
      format.ics { render :text => (generate_ical @list.talks) }
      format.atom { render ""shared/feed"", :layout => false  }
    end
  end"
ListsController,@subscribers,Var,@subscribers,Array<User>,Array<User>,E,Constraints,""
ListsController,show_subscribers,Ret,"",Array<String>,Array<String>,E,Constraints,"def show_subscribers
    authorize! :site_admin, :all
    @list = List.find(params[:id])
    @subscribers = @list.subscribers.sort { |a,b| a.email_and_name <=> b.email_and_name }
    render ""shared/show_subscribers""
  end"
ListsController,adjust,Arg,params,"([ []: (:list) -> { { ListsController#adjust arg: params }#[] call_ret: ret } ] and [ each_pair: () {({ { ListsController#adjust arg: params }#each_pair block_arg: k }, { { ListsController#adjust arg: params }#each_pair block_arg: v }) -> { { ListsController#adjust arg: params }#each_pair block_ret: block_ret }} -> { { ListsController#adjust arg: params }#each_pair call_ret: ret } ])","Hash<(String or Symbol), %any>",TS,Constraints,"def adjust(params)
    owners = []
    params.each_pair { |k,v|
      next unless k =~ /owner_(\d+)/
      next if v == """"
      owners << User.find(RDL.type_cast(v, ""String""))
    }

    posters = []
    params.each_pair { |k,v|
      next unless k =~ /poster_(\d+)/
      next if v == """"
      posters << User.find(RDL.type_cast(v, ""String""))
    }
    return [params[:list].permit(:name, :short_descr, :long_descr),
      owners, posters]
  end"
ListsController,adjust,Ret,"","[{ name: String }, Array<{ ListsController#adjust array_param: array_param_#<Parser::Source::Map::Collection:0x00007fef2e74e738> }>, Array<{ ListsController#adjust array_param: array_param_#<Parser::Source::Map::Collection:0x00007fef2e75ebd8> }>]",Array<User>,P,Constraints,"def adjust(params)
    owners = []
    params.each_pair { |k,v|
      next unless k =~ /owner_(\d+)/
      next if v == """"
      owners << User.find(RDL.type_cast(v, ""String""))
    }

    posters = []
    params.each_pair { |k,v|
      next unless k =~ /poster_(\d+)/
      next if v == """"
      posters << User.find(RDL.type_cast(v, ""String""))
    }
    return [params[:list].permit(:name, :short_descr, :long_descr),
      owners, posters]
  end"
TalksController,@talks,Var,@talks,(ActiveRecord_Relation<Talk> or Array<Talk>),Array<Talk>,P,Constraints,""
TalksController,@current,Var,@current,(false or true),(false or true),E,Constraints,""
TalksController,@lists,Var,@lists,Array<List>,Array<List>,E,Constraints,""
TalksController,index,Ret,"",(Array<String> or String),Array<Talk>,T,Constraints,"def index
    fix_range params
    if params[:range] == :past
      @talks = Talk.past.sort { |a,b|
        [b.start_time.beginning_of_day, a.start_time] <=> [a.start_time.beginning_of_day, b.start_time]
      }
      @current = false
    elsif params[:range] == :all
      @talks = Talk.all_recent.sort { |a,b| a.start_time <=> b.start_time }
    else
      @talks = Talk.current.sort { |a,b| a.start_time <=> b.start_time }
      @current = true
    end
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    respond_to do |format|
      format.html
      format.json
    end
end"
TalksController,admin_view,Ret,"",ActiveRecord_Relation<Talk>,Array<Talk>,E,Constraints,"def admin_view
    authorize! :site_admin, :all
    @talks = Talk.all
  end"
TalksController,@talk,Var,@talk,Talk,Talk,E,Constraints,""
TalksController,@title,Var,@title,String,String,E,Constraints,""
TalksController,@posted,Var,@posted,Array<{ TalksController#new array_param: array_param_#<Parser::Source::Map::Collection:0x00007fef2b19d670> }>,Array<List>,P,Constraints,""
TalksController,new,Ret,"",Array<String>,Array<String>,E,Constraints,"def new
    authorize! :create, Talk
    @talk = Talk.new(:kind => :standard)
    @title = ""Create new talk""
    @posted = []
    @talk.owner = current_user
    if can? :site_admin, :all then
      @lists = List.all.sort { |a,b| a.name <=> b.name }
    else
      @lists = (current_user.owned_lists + current_user.poster_lists).sort { |a,b| a.name <=> b.name }.uniq
    end
    @talk.trigger_watch_email = true
    render :action => ""edit""
  end"
TalksController,@subscription,Var,@subscription,Array<User>,Subscription,T,Twin,""
TalksController,show,Ret,"",(Array<String> or String),Subscription,T,Constraints,"def show
    @talk = Talk.find(params[:id])
    @subscription = @talk.subscription current_user if current_user
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    respond_to do |format|
      format.html
      format.json
    end
  end"
